panel,row_type,peptide_id,cluster_id,outer_fold,endpoint,model,actual_log10,predicted_log10,pooled_mae_log10,spearman_rho,r_squared,ridge_mae_log10,nn_mae_log10,mae_delta_log10,ci_lower,ci_upper,confidence_level,bootstrap_resamples,bootstrap_seed
B,oof_prediction,seq_pep104,SC001,1,GLP-1R,component_weighted_ridge,3.733999286538387,1.242298295292461,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep105,SC001,1,GLP-1R,component_weighted_ridge,3.12057393120585,1.2390139587582776,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep106,SC001,1,GLP-1R,component_weighted_ridge,3.9965116721541785,1.4885612105662123,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep107,SC001,1,GLP-1R,component_weighted_ridge,3.7795964912578244,1.3970539713187708,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep108,SC001,1,GLP-1R,component_weighted_ridge,3.3031960574204886,1.3490567788046426,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep109,SC001,1,GLP-1R,component_weighted_ridge,3.413299764081252,1.3657189570106767,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep11,SC005,3,GLP-1R,component_weighted_ridge,0.17318626841227402,0.9181447030930081,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep110,SC001,1,GLP-1R,component_weighted_ridge,3.950364854376123,1.1458396425986042,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep111,SC001,1,GLP-1R,component_weighted_ridge,3.8048206787211623,1.1648479645970808,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep112,SC001,1,GLP-1R,component_weighted_ridge,2.4983105537896004,1.2501139688761254,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep113,SC001,1,GLP-1R,component_weighted_ridge,2.292256071356476,1.2311056468776487,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep114,SC001,1,GLP-1R,component_weighted_ridge,0.8350561017201162,1.1761223484643988,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep115,SC001,1,GLP-1R,component_weighted_ridge,0.32633586092875144,1.1951306704628752,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep116,SC001,1,GLP-1R,component_weighted_ridge,0.9790929006383263,1.1742228702566806,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep117,SC001,1,GLP-1R,component_weighted_ridge,-0.017728766960431602,1.2536043297835717,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep118,SC010,3,GLP-1R,component_weighted_ridge,0.41664050733828095,0.5809373316926547,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep119,SC011,2,GLP-1R,component_weighted_ridge,4.457881896733992,2.5845972078544825,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
B,oof_prediction,seq_pep12,SC005,3,GLP-1R,component_weighted_ridge,1.130333768495006,0.9624654287685788,1.0695780120593172,0.5758268969708659,0.13643655830770862,,,,,,,,
